codice,"sito associazione",telefono
Sito,Timestamp
112,http://ibc.regione.emilia-romagna.it,"051 232 599"
113,http://ibc.regione.emilia-romagna.it,800.625.903
114,http://www.marcheinfesta.it,01519470429
115,http://www.divefun.it/,333.6215482
116,http://www.divefun.it/, 338.2789561
117,http://www.divefun.it/,1782.204577
118,http://www.divefun.it/,90047740379
119,http://www.seratiamo.it,02304280429
120,http://www.emiliaromagnateatro.com,"059 2136011"
121,http://www.emiliaromagnateatro.com,"059 2138252"
122,http://www.emiliaromagnateatro.com,01989060361
123,http://www.sound-musiche.it,"055 8331000"
124,http://www.sound-musiche.it,04542870482
125,http://www.anmb.net,02093050363
126,http://www.anmb.net,94010360363
127,http://www.marcheteatro.it,"071 207841"
128,http://www.marcheteatro.it,"071 2078420"
129,http://marche.1254.it,"0733 203974"
130,http://marche.1254.it,"0733 281154"
131,http://marche.1254.it,"0734 877113"
132,http://marche.1254.it,"071 7574246"
133,http://marche.1254.it,"0722 362271"
134,http://marche.1254.it,"0733 492012"
135,http://marche.1254.it,"071 6610089"
136,http://marche.1254.it,"0733 966073"
137,http://marche.1254.it,11352961004
138,http://marchesolidali.com,"2600 0000001"
139,http://www.entes.it,2000-500500
140,http://www.entes.it,0941.902026
141,http://www.entes.it,0941.913180
142,http://www.ertgiovani.com,"059 2136011"
143,http://www.ertgiovani.com,"059 245332"
144,http://www.ertgiovani.com,01989060361
145,http://reggio-nell-emilia.virgilio.it,11352961004
146,http://www.appaloosaitaly.com/,340-3520346
147,http://www.appaloosaitaly.com/,045-6684028
148,http://www.appaloosaitaly.com/,0421-280252
149,http://www.estatemusicalefrentana.it,0872.709762
150,http://www.estatemusicalefrentana.it,0872.710241
151,http://rivista.ibc.regione.emilia-romagna.it,"051 232 599"
152,http://rivista.ibc.regione.emilia-romagna.it,800.625.903
153,http://www.musica90.net,"011 5229828"
154,http://www.musica90.net,"0039 366 6882"
155,http://scuola.regione.emilia-romagna.it,800.625.903
156,http://sociale.regione.emilia-romagna.it,800.625.903
157,http://www.360gradi.info,38026100152
158,http://www.adnkronos.com,"	113150  	2351"
159,http://www.adnkronos.com,"	113150   	   	  		2"
160,http://www.adnkronos.com,01145141006
161,http://www.adnkronos.com,02981990589
162,http://www.agendaonline.it,08251911666
163,http://www.agendaonline.it,02443940644
164,http://www.aib.it,01132481001
165,http://www.aib.it,02903570584
166,http://www.aib.it,064463532
167,http://www.aib.it,064441139
168,http://www.armoniedellasera.it,"392 4779651"
169,http://www.armoniedellasera.it,"0734 679682"
170,http://www.art-musica.it,345-0472569
171,http://www.art-musica.it,05430821008
172,http://www.teatro.it,08617960961
173,http://www.artcityemiliaromagna.com,02052390347
174,http://www.teatrocarcere-emiliaromagna.it,91332540375
175,http://www.teatrocarcere-emiliaromagna.it,051-0455830
176,http://www.teatrocarcere-emiliaromagna.it,3331739550
177,http://www.teatronecessario.it/,328.3926956
178,http://www.assmusicainsieme.it,0121.902734
179,http://www.assmusicainsieme.it,0121.396699
180,http://www.assmusicainsieme.it,08388240015
181,http://www.teatronucleo.org,"0532 464091"
182,http://www.teatronucleo.org,"348 9655709"
183,http://www.associazione-melody.com,"0968 725696"
184,http://www.associazione-melody.com,"0039 3352670"
185,http://www.associazionemusicalelucchese.it,"0583 469960"
186,http://www.assonanza.it,347-9001198
187,http://www.assonanza.it,91019090363
188,http://www.ater.emr.it,"059 340221"
189,http://www.ater.emr.it,"059 342802"
190,http://www.ater.emr.it,00375630365
191,http://www.balletto.net,12345678910
192,http://www.balletto.net,11121314151
193,http://www.balletto.net,61718192021
194,http://www.balletto.net,22232425262
195,http://www.balletto.net,728293031
196,http://www.balletto.net,04097780961
197,http://archiviostorico.corriere.it,"	01020304050"
198,http://archiviostorico.corriere.it,60708091011
199,http://archiviostorico.corriere.it,12131415161
200,http://archiviostorico.corriere.it,71819202122
201,http://archiviostorico.corriere.it,23242526272
202,http://archiviostorico.corriere.it,"	19921993199"
203,http://archiviostorico.corriere.it,41995199619
204,http://archiviostorico.corriere.it,97199819992
205,http://archiviostorico.corriere.it,00020012002
206,http://archiviostorico.corriere.it,20032004200
207,http://archiviostorico.corriere.it,52006200720
208,http://archiviostorico.corriere.it,08200920102
209,http://archiviostorico.corriere.it,01120122013
210,http://archiviostorico.corriere.it,475.134.602
211,http://archiviostorico.corriere.it,12086540155
212,http://www.ilghirlandaio.com,06020971005
213,http://comunicazioneinform.it,339.357.8989
214,http://comunicazioneinform.it,"1234 	 	 		5678910"
215,http://comunicazioneinform.it,"	12131415161"
216,http://comunicazioneinform.it,"718 	 	 		1920212"
217,http://comunicazioneinform.it,"2232425 	 	 		2627"
218,http://www.iosonoli.com,"049 8718175"
219,http://www.iosonoli.com,"049 8735263"
220,http://www.iosonoli.com,"041 5201959"
221,http://www.iosonoli.com,"041 5201960"
222,http://www.iosonoli.com,349.0081276
223,http://www.iosonoli.com,02772890246
224,http://www.abcsolutions.it,03951140270
225,http://www.provincia.pd.it,049.820.1111
226,http://www.provincia.pd.it,049.820.1235
227,http://www.provincia.pd.it,800800820
228,http://www.istitutointernazionaleperlaricercateatrale.it,80010200279
229,http://www.accademiadaponte.it,"0438 1620016"
230,http://www.accademiadaponte.it,"0438 1620028"
231,http://www.accademiadaponte.it,93017990263
232,http://www.accademiadaponte.it,04620330268
233,http://www.accademiadaponte.it,0890462190
234,http://www.accademiadaponte.it,00700000647
235,http://www.studioattori.it,01338070996
236,http://www.accademiateatraleveneta.com,"041 2411974"
237,http://www.accademiateatraleveneta.com,94066220271
238,http://www.venetofactory.com,93247590230
239,http://www.veniceandlagoon.net,"041- 274 7135"
240,http://www.veniceandlagoon.net,"041- 274 7178"
241,http://www.aripadova.it/,"0760102 0000"
242,http://www.aripadova.it/,"000 1608230"
243,http://www.retecivica.trieste.it,00210240321
244,http://www.comune.rimini.it,"0541 704000"
245,http://www.comune.rimini.it,"0541 704111"
246,http://www.comune.rimini.it,00304260409
247,http://www.lapiazzaelira.it,"0445 575688"
248,http://www.lapiazzaelira.it,01337210247
249,http://www.comune.segrate.mi.it,83503670156
250,http://www.comune.segrate.mi.it,01703890150
251,http://www.lasferadanza.it/,340.8418144
252,http://www.lasferadanza.it/,049.8360638
253,http://www.lasferadanza.it/,92021720286
254,http://www.lasferadanza.it/,04086550284
255,http://www.latenda.org,"049 8075906"
256,http://www.artmusicevent.eu/,049.2022338
257,http://www.artmusicevent.eu/,92189290288
258,http://www.coopi.org,80118750159
259,http://www.ascomini1885.org/,"049 632287"
260,http://www.ascomini1885.org/,"339 6217355"
261,http://www.riverfilmfestival.org/,"049 651333"
262,http://www.riverfilmfestival.org/,"049 8601426"
263,http://www.lav.it/sedi/padova,80426840585
264,http://www.asdliberaespressione.it/,"	3287697071"
265,http://www.legaconsumatoriveneto.it,08071030152
266,http://www.legadelcane-padova.it/,92195620288
267,http://www.lettere.unipd.it/cmp,00742430283
268,http://www.lettere.unipd.it/cmp,80006480281
269,http://www.lettere.unipd.it/cmp,"049 8274622"
270,http://www.lettere.unipd.it/cmp,"049 8274690"
271,http://www.corpolibero.org/,04661790289
272,http://www.libertaegiustizia.it, 3663408879
273,http://www.asemitalia.org,"049 8977886"
274,http://www.asemitalia.org,"049 8978398"
275,http://www.asemitalia.org,"345 1273860"
276,http://www.asemitalia.org,787766719
277,http://www.asemitalia.org,"348 7975481"
278,http://www.asemitalia.org,"340 1464143"
279,http://www.asemitalia.org,"328 7233884"
280,http://www.libertaspadova.it,01341800280
281,http://www.asergraf-grafologia.it/,0495957207
282,http://www.asergraf-grafologia.it/,3394194297
283,http://www.cospe.org,"0039 055 4735"
284,http://www.cospe.org,"0039 055 4728"
285,http://www.cospe.org,"0039 051 5466"
286,http://www.cospe.org,"0039 051 5471"
287,http://www.cospe.org,"0039 329 4878"
288,http://www.cospe.org,"0039 010 2465"
289,http://www.cospe.org,"055 473556"
290,http://www.cospe.org,"055 472806"
291,http://www.ass-columna.org/,0039-049-7191
292,http://www.ass-columna.org/,"0039-346 307"
293,http://www.ass-columna.org/,92175030284
294,http://www.ass-columna.org/,04199990286
295,http://www.lifelineitalia.org,"348 0941384"
296,http://www.lifelineitalia.org,"2115 000000"
297,http://www.lifelineitalia.org,"2117 1000000"
298,http://www.cralulss16.it/,"	049-8211996"
299,http://www.cralulss16.it/,049.8216556
300,http://www.assartepadova.it,"389 8949505"
301,http://www.assartepadova.it,"340 3230490"
302,http://www.cripadova.it/,049.8077640
303,http://www.cripadova.it/,049.775910
304,http://www.cripadova.it/,03359016001
305,http://www.cripadova.it/,00000078784
306,http://www.cripadova.it/,1020404651
307,http://www.cripadova.it/,04777150287
308,http://www.rm.camcom.it,199130606
309,http://www.rm.camcom.it,0652082462
310,http://www.rm.camcom.it,0652082801
311,http://www.rm.camcom.it,0652082699
312,http://www.rm.camcom.it,0652082960
313,http://www.rm.camcom.it,0652082961
314,http://www.rm.camcom.it,0652082664
315,http://www.rm.camcom.it,0652082494
316,http://www.rm.camcom.it,066976901
317,http://www.rm.camcom.it,0652082837
318,http://www.rm.camcom.it,0688817336
319,http://www.rm.camcom.it,066794845
320,http://www.rm.camcom.it,066795937
321,http://www.rm.camcom.it,0652082559
322,http://www.rm.camcom.it,066787758
323,http://www.rm.camcom.it,0652082628
324,http://www.rm.camcom.it,0669922473
325,http://www.rosminipadova.it/,049.8033672
326,http://www.rosminipadova.it/,049.8033852
327,http://www.rosminipadova.it/,01879010286
328,http://www.ctgveneto.it/,80206690580
329,http://www.maisha.it,92174970282
330,http://www.maisha.it,"2101 0000005"
331,http://www.cuamm.org/,00677540288
332,http://www.cuamm.org/,"049 8751279"
333,http://www.cuamm.org/,"049 8754738"
334,http://www.assinsieme.com,049631123
335,http://www.rossoprofili.it/,0499817473
336,http://www.rossoprofili.it/,04431400284
337,http://www.mancikalalu.org,349.1305356
338,http://www.mancikalalu.org,92183900288
339,http://www.mancikalalu.org,"2100 000000"
340,http://www.mancikalalu.org,"2100 0000826"
341,http://www.assoarka.it,347.2103368
342,http://www.assoarka.it,049.889.5702
343,http://www.cuc-cinemauno.it/,"1234 5678910"
344,http://www.cuc-cinemauno.it/,12131415161
345,http://www.cuc-cinemauno.it/,"718 1920212"
346,http://www.cuc-cinemauno.it/,"2232425 2627"
347,http://www.sanmarcocalcio.com/,0498930921
348,http://www.mappaluna.it,049617039
349,http://www.santegidio.org/,068992234
350,http://www.santegidio.org/,0815801905
351,http://www.santegidio.org/,0815511177
352,http://www.santegidio.org/,0552342712
353,http://www.santegidio.org/,0102468712
354,http://www.santegidio.org/,0586211893
355,http://www.santegidio.org/,0586069959
356,http://www.santegidio.org/,503.2223895
357,http://www.santegidio.org/,"212 663-1483"
358,http://www.santegidio.org/,931-322940
359,http://www.santegidio.org/,931-3229439
360,http://www.marcellinovais.it,"055 970 286"
361,http://www.marcellinovais.it,"347 8243629"
362,http://www.cuipd.blogspot.com/,"339 2083761"
363,http://www.daccapo.org,92170370289
364,http://www.daccapo.org,049.682071
365,http://www.daccapo.org,049.7964874
366,http://www.daccapo.org,03359016001
367,http://www.daccapo.org,00000073313
368,http://www.danzagestuale.it,00045610284
369,http://www.dedicatonlus.info,"049 714723"
370,http://www.dedicatonlus.info,"049 525095"
371,http://www.scienzaegoverno.org/,01541860282
372,http://www.scienzaegoverno.org/,049-8806109
373,http://www.metaarte.it,"320 4930259"
374,http://www.assocavalleria.it,80245070588
375,http://www.mfe.it,"0382 530045"
376,http://www.mfe.it,"0382 578875"
377,http://www.mideando.it,"338 8227001"
378,http://www.associazione-tangram.it/,03333740284
379,http://www.associazione-tangram.it/,"049 8762022"
380,http://www.scoutneruda.it,049-751267
381,http://www.scoutneruda.it,338-9841363
382,http://www.deleofundonlus.org/,92193880280
383,http://www.deleofundonlus.org/,"049 8766309"
384,http://www.deleofundonlus.org/,"800 168 678"
385,http://www.scuoladimusicoterapia.it,049774588
386,http://www.scuoladimusicoterapia.it,3286949219
387,http://www.associazionearcobaleno.it,049-610360
388,http://www.associazionearcobaleno.it,92076750287
389,http://www.minicizotti.it,0498763838
390,http://www.minicizotti.it,0498780280
391,http://www.minicizotti.it,01449180288
392,http://www.scuolafamiglia.org,"049 851585"
393,http://www.mirpadova.org,3420769771
394,http://www.associazionecuki.it/,3384325167
395,http://www.associazionecuki.it/,12955562378
396,http://www.associazionecuki.it/,92211650285
397,http://www.sdmteam.it/,92240670288
398,http://www.sdmteam.it/,"049 823 5932"
399,http://www.sdmteam.it/,"049 872 2703"
400,http://www.associazionehelyos.it,345.7956054
401,http://www.associazionehelyos.it,"1234 	 	 		5678910"
402,http://www.associazionehelyos.it,"	12131415161"
403,http://www.associazionehelyos.it,"718 	 	 		1920212"
404,http://www.associazionehelyos.it,"2232425 	 	 		2627"
405,http://www.associazionehelyos.it,04009110281
406,http://www.diarchitettura.org/,04532080282
407,http://www.momentosdealegria.org/,"315 3120434"
408,http://www.mondoimmigrati.com/,"	800 926 227"
409,http://www.sfe-pd.it/,"	3291745386"
410,http://www.mopl.it,3290508028
411,http://www.shiatsu.it/,"045 8010845"
412,http://www.shiatsu.it/,92038670284
413,http://www.durgananda.it/,049.684187
414,http://www.durgananda.it/,335.6090947
415,http://www.durgananda.it/,049.8591490
416,http://www.associazionemimosa.org,"
335 1346373"
417,http://www.mortise2000.it/,2345678910
418,http://www.shinynote.com,03244200980
419,http://www.associazionepulcino.it,02700810282
420,http://www.e-glossa.it,13257880156
421,http://www.associazionewelcome.it/,"366 4120263"
422,http://www.associazionewelcome.it/,90007220289
423,http://www.motusmundi.it/,"340 4859093"
424,http://www.motusmundi.it/,"049 8705657"
425,http://www.motusmundi.it/,"347 9379695"
426,http://www.cometaasmme.org, 049.8962825
427,http://www.cometaasmme.org,049.896.2825
428,http://www.emergencypadova.altervista.org/, 3474657078
429,http://www.emergencypadova.altervista.org/,3474657078
430,http://www.emergencypadova.altervista.org/,2345678910
431,http://www.enars.it/,"342 5681819"
432,http://www.enars.it/,03337850287
433,http://www.energym-club.it/,049.8762439
434,http://www.fantaghiro.org,3409124824
435,http://www.fantaghiro.org,01072080284
436,http://www.felixefido.it,07601121000
437,http://www.felixefido.it,00099490898
438,http://www.felixefido.it,92220010281
439,http://www.felixefido.it,3346117620
440,http://www.felixefido.it,3384826400
441,http://www.festadeipopoli.it,0498931533
442,http://www.festaperte.org/,92072590281
443,http://www.fidaspadova.it,2345678910
444,http://www.fondazionebaccichetti.it,"049 8703938"
445,http://www.fondazionecomunica.org/,"049 774 724"
446,http://www.fondazioneminnaja.com/,92058500288
447,http://www.fotoantenore.org,99984596598
448,http://www.gecaonlus.org,049.8020719
449,http://www.gecaonlus.org,"049 2133895"
450,http://www.gecaonlus.org,3356141526
451,http://www.generazionisolidali.org/,"049 9875262"
452,http://www.generazionisolidali.org/,"339 8943201"
453,http://www.generazionisolidali.org/,"339 8943202"
454,http://www.generazionisolidali.org/,"049 8591389"
455,http://www.genitorialita.it,92163420281
456,http://www.genitorialita.it,"049 2023788"
457,http://www.musbapa.it/,92235270284
458,http://www.archeovenetaonlus.it,80009900285
459,http://www.archeovenetaonlus.it,347-9179129
460,http://ciboenonsolo.it/,"393 1442130"
461,http://ciboenonsolo.it/,"2110 000 000"
462,http://ciboenonsolo.it/,"340 5731992"
463,http://www.archibiodesign.org,049.8753913
464,http://www.archibiodesign.org,049.7398136
465,http://www.museovenetogiocattolo.it/,049-8281705
466,http://www.museovenetogiocattolo.it/,049-8281794
467,http://www.sippnet.it,01350831002
468,http://www.cocolocopadova.it,92181200285
469,http://www.cocolocopadova.it,04551030283
470,http://www.cocolocopadova.it,"2111 1000000"
471,http://www.arcipadova.org,049-8830271
472,http://www.arcipadova.org,333-6723472
473,http://www.arcipadova.org,693740280
474,http://formazionecontinua.jimdo.com/,"377 1781460"
475,http://formazionecontinua.jimdo.com/,"049 8758490"
476,http://www.nairionlus.org/,92229460289
477,http://www.nairionlus.org/,3286656314
478,http://www.nairionlus.org/,3470930245
479,http://www.giorgioperlasca.it,"328 1483639"
480,http://www.giorgioperlasca.it,03316030232
481,http://www.giorgioperlasca.it,93155800233
482,http://www.ardasantacroce.it/,"049 8808398"
483,http://www.ardasantacroce.it/,92133160280
484,http://www.nidoilgirotondo.com/,"049 8802117"
485,http://www.nidoilgirotondo.com/,"346 1462544"
486,http://www.assp-padova.it/,"049 663964"
487,http://www.assp-padova.it/,03766920288
488,http://micha-scacchipadova.blogspot.it/,347-4966743
489,http://www.noipadova.it,049.8771750
490,http://www.noipadova.it,049.8771760
491,http://www.nonprofit.viainternet.org,03461800280
492,http://www.studyoyoga.it,049.8765349
493,http://www.nonprofitonline.it,12985430151
494,http://www.taichi-wudang.com/,"338 9820768"
495,http://www.gruppocinofiloilgelso.it,3298044726
496,http://www.gruppocinofiloilgelso.it,3287290316
497,http://www.gruppocinofiloilgelso.it,3381298934
498,http://www.tamteatromusica.it/,"049 654669"
499,http://www.tappetovolantepadova.com,340-9013138
500,http://www.tappetovolantepadova.com,03936770282
501,http://www.tappetovolantepadova.com,92110500284
502,http://www.atateatropadova.it,3337680147
503,http://www.gsquickly.com,3939130307
504,http://www.gsquickly.com,3495779814
505,http://www.gsquickly.com,0498860474
506,http://www.gsquickly.com,92106250282
507,http://www.gsquickly.com,"2194 0000008"
508,http://www.gsquickly.com,3403389329
509,http://www.gsquickly.com,3280318940
510,http://www.taracittamani.it,"049 870 5657"
511,http://www.taracittamani.it,"320 216 6662"
512,http://padova.cngei.org/,92118180287
513,http://padova.cngei.org/,3406776796
514,http://www.i5elementi.info/,92231330280
515,http://www.icaro-ldv.org,05018121010
516,http://www.icaro-ldv.org,00000127826
517,http://www.oltrelosport-padova.it,"049 8076766"
518,http://www.teamforchildren.it,3460027482
519,http://www.avisprovincialepadova.it,049.7800858
520,http://www.avisprovincialepadova.it,"	12345678910"
521,http://www.avisprovincialepadova.it,0497800858
522,http://www.avisprovincialepadova.it,"049 7800858"
523,http://www.avisprovincialepadova.it,"049 775418"
524,http://www.avisprovincialepadova.it,92066810281
525,http://suldivano.org/,31012959240
526,http://www.avopadova.org,92004790280
527,http://www.ifeditalia.org/,"049 619623"
528,http://www.operaedimar.org,92129380280
529,http://www.operaedimar.org,03489490288
530,http://www.teatrocontinuo.it/,049.650294
531,http://www.teatrocontinuo.it/,"1234 	 	 		5678910"
532,http://www.teatrocontinuo.it/,"	12131415161"
533,http://www.teatrocontinuo.it/,"718 	 	 		1920212"
534,http://www.teatrocontinuo.it/,"2232425 	 	 		2627"
535,http://www.teatrofuorirotta.it/,"345 875 0799"
536,http://www.overlord.it,"1234 	 	 		5678910"
537,http://www.overlord.it,"	12131415161"
538,http://www.overlord.it,"718 	 	 		1920212"
539,http://www.overlord.it,"2232425 	 	 		2627"
540,http://www.overlord.it,320.1121352
541,http://www.overlord.it,"100  101  102"
542,http://www.overlord.it,"103  104  105"
543,http://www.overlord.it,"106  107  108"
544,http://www.overlord.it,"109  110  111"
545,http://www.overlord.it,"112  113  114"
546,http://www.overlord.it,"115  116  117"
547,http://www.overlord.it,"118  119  120"
548,http://www.overlord.it,"121  122  123"
549,http://www.overlord.it,"124  125  126"
550,http://www.overlord.it,"127  128  129"
551,http://www.overlord.it,"130  131  132"
552,http://www.overlord.it,"133  134  135"
553,http://www.overlord.it,"136  137  138"
554,http://www.overlord.it,"139  140  141"
555,http://www.overlord.it,"142  143  144"
556,http://www.overlord.it,"145  146  147"
557,http://www.overlord.it,"148  149  150"
558,http://www.overlord.it,"151  152  153"
559,http://www.overlord.it,"154  155  156"
560,http://www.overlord.it,"157  158  159"
561,http://www.overlord.it,"160  161  162"
562,http://www.overlord.it,"163  164  165"
563,http://www.overlord.it,"166  167  168"
564,http://www.overlord.it,"169  170  171"
565,http://www.overlord.it,"172  173  174"
566,http://www.overlord.it,"175  176  177"
567,http://www.overlord.it,"178  179  180"
568,http://www.teatroinvisibile.it,"329 5667182"
569,http://www.teatroinvisibile.it,"328 4185372"
570,http://www.oxfamitalia.org/,"0575 182481"
571,http://www.oxfamitalia.org/,"0575 1824872"
572,http://www.oxfamitalia.org/,92006700519
573,http://www.oxfamitalia.org/,05018028000
574,http://www.oxfamitalia.org/,00000102000
575,http://www.padovadanza.it,03628270286
576,http://www.padovadanza.it,92042970282
577,http://www.teatrolaterale.it,"338 1633326"
578,http://valentinapenellonlus.org/,"349 7181382"
579,http://valentinapenellonlus.org/,329.8082052
580,http://valentinapenellonlus.org/,"2185 0000013"
581,http://valentinapenellonlus.org/,39348604324
582,http://valentinapenellonlus.org/,92220050287
583,http://www.ilsognodistefano.it,"049 9740380"
584,http://www.ilsognodistefano.it,"333 2494577"
585,http://www.ilsognodistefano.it,"333 3976871"
586,http://www.ilsognodistefano.it,"348 3852212"
587,http://www.ilsognodistefano.it,"335 7006060"
588,http://www.ilsognodistefano.it,"335 6294645"
589,http://www.ilsognodistefano.it,92167390282
590,http://www.aasu.biz/,03819230289
591,http://www.aasu.biz/,"347 9767263"
592,http://www.aasu.biz/,"049 756976"
593,http://www.abracalam.org,3480372214
594,http://www.abracalam.org,0498805533
595,http://www.padovajazz.com,"347 7580904"
596,http://www.padovaorni.it/,"347 8116847"
597,http://www.padovaorni.it/,041.4174069
598,http://www.padovaorni.it/,02436150284
599,http://www.padovaorni.it/,80038000289
600,http://www.activitaonlus.it,92216210283
601,http://www.activitaonlus.it,"0039 3772871"
602,http://www.adalabo.blogspot.com,(92209490280
603,http://www.adalabo.blogspot.com,"8808022 - 049"
604,http://www.adalabo.blogspot.com,92209490280
605,http://www.adalabo.blogspot.com,04334150283
606,http://www.adalabo.blogspot.com,049-9925282
607,http://www.adalabo.blogspot.com,049-8710647
608,http://www.theandromedasociety.org,"1234 	 	 		5678910"
609,http://www.theandromedasociety.org,"	12131415161"
610,http://www.theandromedasociety.org,"718 	 	 		1920212"
611,http://www.theandromedasociety.org,"2232425 	 	 		2627"
612,http://www.padovaricamalarte.it/,"338 2988236"
613,http://www.padovaricamalarte.it/,3460221488
614,http://www.tommasopengo.org,"2105 0000000"
615,http://www.inghetto.it,3483544625
616,http://www.inghetto.it,3467111833
617,http://www.inghetto.it,3467759752
618,http://www.inghetto.it,049650788
619,http://www.padovarte.com/,"	340 1999785"
620,http://www.padovarte.com/,"	327 4774386"
621,http://www.padovarte.com/,"	3401999785"
622,http://www.padovarte.com/,3274774386
623,http://www.padovarte.com/,"	04562800286"
624,http://www.padovasoccorso.it/,92233480281
625,http://www.tonicorti.org,"1234 	 	 		5678910"
626,http://www.tonicorti.org,"	12131415161"
627,http://www.tonicorti.org,"718 	 	 		1920212"
628,http://www.tonicorti.org,"2232425 	 	 		2627"
629,http://www.irfoss.it/,"049 8825158"
630,http://www.irfoss.it/,92229270282
631,http://www.afasiavolontarivenetiaita.it/,03349490288
632,http://www.palioarcella.it,92132810281
633,http://www.palioarcella.it,3384624145
636,http://www.pane-rose.it,671070074
637,http://www.agimuspadova.com/,"(0039) 340 4254"
