codice,"sito associazione",telefono
1185,http://www.admoemiliaromagna.it,0594224413,
1186,http://www.agd-bo.net/it/,051.956818,
1187,http://www.ageop.org,051399621,
1188,http://www.aice-epilessia.it,051514032,
1189,http://www.aicsbologna.it/,051503498,
1191,http://www.aism.bo.it,0516330216,
1192,http://www.alicebologna.it,3483197872,
1193,http://www.amaci.it,051308862,
1194,http://www.amicidiluca.it,051-6494570,
1195,http://www.amrer.it,051249045,
1196,http://www.aniepnazionale.it/,051237752,
1197,http://www.anmil.it/,"051521104 ",
1198,http://www.ascbologna.it/,338-9174706,
1199,http://www.aspbologna.it/,0512966211,
1200,http://www.asphi.it/,051277811,
1201,http://www.associazioneiocisono.it/,051473441,
1202,http://www.associazioneiocisono.it/,339.4986690,
1203,http://www.associazionenovart.com,333.3928876,
1204,http://www.associazionenovart.com,051.6234120,
1205,http://www.ausl.bologna.it,0516225111,
1206,http://www.bancoartigiano.com/,051236688,
1207,http://www.bo.cnr.it/,0516398111,
1208,http://www.bolognautostoriche.it/home.asp,3209384295,
1209,http://ass-equilibrio.it/,051.6154698,0
1210,http://ass-equilibrio.it/,051.4390864,0
1213,http://www.piazzagrande.it,051342328,0
1214,http://www.piazzagrande.it,0513370669,0
1215,http://www.associazionernesto.it,800.002.393,3
1216,http://www.associazionernesto.it,0667792167,0
1217,http://www.associazionernesto.it,0542610128,0
1218,http://www.centromelograno.it/,051.6241125,0
1219,http://www.associazioneverbamanent.it,3662978934,1
1220,http://www.associazioneverbamanent.it,3468776675,1
1221,http://www.associazioneverbamanent.it,051.520045,0
1222,http://www.associazioneverbamanent.it,051346464,0
1223,http://www.icinquepani.it/web/,055570411,0
1224,http://www.icinquepani.it/web/,0555416420,0
1225,http://www.casadonne.it/,051-333173,0
1226,http://www.casadonne.it/,051-6440163,0
1227,http://www.cinetecadibologna.it/,0512194820,0
1228,http://www.cinetecadibologna.it/,0512194821,0
1229,http://www.cinetecadibologna.it/,0512194826,0
1230,http://www.cinetecadibologna.it/,0512194833,0
1231,http://www.cinetecadibologna.it/,3358300839,1
1232,http://www.cinetecadibologna.it/,0512194810,0
1233,http://www.cinetecadibologna.it/,0512195311,0
1234,http://www.cinetecadibologna.it/,0516018606,0
1235,http://www.cinetecadibologna.it/,0516018628,0
1236,http://www.cinetecadibologna.it/,0512194843,0
1237,http://www.cinetecadibologna.it/,0512194847,0
1238,http://www.cinetecadibologna.it/,0512194848,0
1239,http://www.cinetecadibologna.it/,0512195306,0
1240,http://www.cinetecadibologna.it/,0512195302,0
1241,http://www.cinetecadibologna.it/,0512194816,0
1242,http://www.cinetecadibologna.it/,0512195329,0
1243,http://www.cinetecadibologna.it/,051552541,0
1244,http://www.cinetecadibologna.it/,051521584,0
1245,http://www.cinetecadibologna.it/,051.2194826,0
1246,http://www.cinetecadibologna.it/,051.2194821,0
1247,http://www.uildmbo.org/,051266013,0
1248,http://www.uildmbo.org/,3299395384,1
1249,http://www.uildmbo.org/,051231130,0
1250,http://www.comune.castenaso.bo.it,06385024371,0
1251,http://www.cdkl5.org,06385367501,0
1252,http://www.cdkl5.org,3207272003,1
1253,http://www.videsitalia.it,065750048,0
1254,http://www.videsitalia.it,065750904,0
1255,http://www.cefaonlus.it/,051520285,0
1256,http://www.cefaonlus.it/,051520712,0
1257,http://www.villatorchi.it/,051323539,0
1258,http://www.villatorchi.it/,3477622331,1
1259,http://www.villatorchi.it/,3460027824,1
1260,http://www.alcolistianonimi-emiliaromagna.it/,051.224703,0
1261,http://www.fondazionedelmonte.it/,0512962511,0
1262,http://www.fondazionedelmonte.it/,0512962515,0
1263,http://www.padri.it/,3485105103,1
1264,http://www.padri.it/,3497220768,1
1265,http://www.padri.it/,3286655663,1
1266,http://www.padri.it/,051.6142641,0
1267,http://www.alisei.com/,051.550826,0
1268,http://www.alisei.com/,051.6494555,0
1269,http://www.alisei.com/,051.550824,0
1270,http://www.fondazioneidea.org/,800-538-438,3
1271,http://www.fondazioneidea.org/,0516440931,0
1272,http://www.forithanga.org/,3394142315,1
1273,http://www.cvsbo.it/,051-517.119,0
1274,http://www.cvsbo.it/,051-504304,0
1275,http://www.cvsbo.it/,3341211384,1
1276,http://www.legatumoribologna.it/,0514399148,0
1277,http://www.legatumoribologna.it/,0514390409,0
1278,http://www.federgev.it/,3401801254,1
1279,http://www.federgev.it/,0516347464,0
1280,http://www.federgev.it/,335404283,1
1281,http://www.adottando.it/,0513399199,0
1282,http://www.adottando.it/,3335059067,1
1283,http://www.acatbolognaalcool.it/,3491744897,1
1284,http://www.acatbolognaalcool.it/,0514211378,0
1285,http://www.acatbolognaalcool.it/,051-4211378,0
1286,http://www.aispaitalia.it/,3471719895,1
1287,http://www.aispaitalia.it/,3385884997,1
1288,http://www.aispaitalia.it/,3331661295,1
1289,http://www.3ionlus.org/,051246382,0
1290,http://www.copernico.bo.it,0514200411,0
1291,http://www.copernico.bo.it,0516332100,0
1292,http://www.regione.piemonte.it,800.333.444,3
1293,http://www.associazionernesto.it,800.002.393,3
1294,http://www.associazionernesto.it,0667792167,0
1295,http://www.associazionernesto.it,0542610128,0
1296,http://ass-equilibrio.it/,051.6154698,0
1297,http://ass-equilibrio.it/,051.4390864,0
1298,http://www.lafraternita.com,3484766885,1
1299,http://www.lafraternita.com,3461402802,1
1300,http://www.lafraternita.com,3461402881,1
1301,http://www.lafraternita.com,3463271143,1
1302,http://www.associazioneverbamanent.it,3662978934,1
1303,http://www.associazioneverbamanent.it,3468776675,1
1304,http://www.associazioneverbamanent.it,051.520045,0
1305,http://www.associazioneverbamanent.it,051346464,0
1306,http://www.cvsbo.it/,051-517.119,0
1307,http://www.cvsbo.it/,051-504304,0
1308,http://www.cvsbo.it/,3341211384,1
1309,http://www.retinitepigmentosa.it/,051246705,0
1310,http://www.retinitepigmentosa.it/,0516390645,0
1311,http://www.retinitepigmentosa.it/,051330155,0
1312,http://www.retinitepigmentosa.it/,0513399456,0
1313,http://www.retinitepigmentosa.it/,0518551261,0
1314,http://www.dryart.com,0721403886,0
1315,http://www.bnbo.it,051774797,0
1316,http://www.bnbo.it,3387512138,1
1317,http://www.bnbo.it,3451349792,1
1318,http://www.emiliaromagnateatro.com/,0592136011,0
1319,http://www.emiliaromagnateatro.com/,0592138252,0
1320,http://www.legatumoribologna.it/,0514399148,0
1321,http://www.legatumoribologna.it/,0514390409,0
1322,http://www.bo.arci.it/,0641609275,0
1325,http://www.sdseducational.org,3477093708,1
1326,http://www.sdseducational.org,3398907981,1
1327,http://www.federgev.it/,3401801254,1
1328,http://www.federgev.it/,0516347464,0
1329,http://www.federgev.it/,335404283,1
1330,http://www.cadibalia.it,3425612927,1
1331,http://www.cadibalia.it,3496115570,1
1332,http://www.nuovamente.org,0516493767,0
1333,http://www.nuovamente.org,0515883640,0
1334,http://www.nuovamente.org,3664211921,1
1335,http://www.nuovamente.org,051-5883640,0
1336,http://www.casadonne.it/,051-333173,0
1337,http://www.casadonne.it/,051-6440163,0
1338,http://www.sindromedipoland.org/,010.5222238,0
1339,http://www.sindromedipoland.org/,010.8562263,0
1340,http://www.sindromedipoland.org/,0105222238,0
1341,http://www.sindromedipoland.org/,0108562263,0
1342,http://www.opimm.it/,051389754,0
1343,http://www.opimm.it/,051315168,0
1344,http://www.opimm.it/,051.315168,0
1345,http://www.cdkl5.org,06385367501,0
1346,http://www.cdkl5.org,3207272003,1
1347,http://www.fondazionedelmonte.it/,0512962511,0
1348,http://www.fondazionedelmonte.it/,0512962515,0
1349,http://www.padri.it/,3485105103,1
1350,http://www.padri.it/,3497220768,1
1351,http://www.padri.it/,3286655663,1
1352,http://www.padri.it/,051.6142641,0
1353,http://www.cefaonlus.it/,051520285,0
1354,http://www.cefaonlus.it/,051520712,0
1355,http://www.sportexperience.it/homew.asp,3355620843,1
1356,http://www.fondazionegualandi.it/,0516446656,0
1357,http://www.piazzagrande.it,051342328,0
1358,http://www.piazzagrande.it,0513370669,0
1359,http://www.fondazioneidea.org/,800-538-438,3
1360,http://www.fondazioneidea.org/,0516440931,0
1361,http://www.forithanga.org/,3394142315,1
1362,http://www.uildmbo.org/,051266013,0
1363,http://www.uildmbo.org/,3299395384,1
1364,http://www.uildmbo.org/,051231130,0
1365,http://www.piccoligrandicuori.it/,0516414977,0
1366,http://www.centromelograno.it/,051.6241125,0
1367,http://www.pontevecchiobologna.it/,0516231630,0
1368,http://www.pontevecchiobologna.it/,3777060323,1
1369,http://www.pontevecchiobologna.it/,0516234764,0
1370,http://www.ceunmondo.it,051271020,0
1371,http://www.fossolo.it/,051.493434,0
1372,http://www.fossolo.it/,051.4596139,0
1373,http://www.fossolo.it/,329.5476402,1
1374,http://www.fossolo.it/,331.4920436,1
1375,http://www.fossolo.it/,392.6141441,1
1376,http://www.fossolo.it/,338.3400868,1
1377,http://www.fossolo.it/,3383400868,1
1378,http://www.up.aci.it/bologna/,0514134411,0
1379,http://www.up.aci.it/bologna/,0514134476,0
1381,http://www.videsitalia.it,065750048,0
1382,http://www.videsitalia.it,065750904,0
1383,http://www.villabernaroli.it,335-7234385,1
1384,http://www.villabernaroli.it,3889982708,1
1385,http://www.villabernaroli.it,3669031779,1
1386,http://www.villabernaroli.it,051-404948,0
1387,http://www.villabernaroli.it,051-402025,0
1388,http://www.prolocozzano.it,0514123316,0
1389,http://www.prolocozzano.it,3454590599,1
1390,http://www.gimbeducation.it,0515883920,0
1391,http://www.gimbeducation.it,0513372195,0
1392,http://www.villatorchi.it/,051323539,0
1393,http://www.villatorchi.it/,3477622331,1
1394,http://www.villatorchi.it/,3460027824,1
1395,http://equosolidale.it,3452578758,1
1396,http://www.aiccon.it,0543374676,0
1397,http://www.cinetecadibologna.it/,0512194820,0
1398,http://www.cinetecadibologna.it/,0512194821,0
1399,http://www.cinetecadibologna.it/,0512194826,0
1400,http://www.cinetecadibologna.it/,0512194833,0
1401,http://www.cinetecadibologna.it/,3358300839,1
1402,http://www.cinetecadibologna.it/,0512194810,0
1403,http://www.cinetecadibologna.it/,0512195311,0
1404,http://www.cinetecadibologna.it/,0516018606,0
1405,http://www.cinetecadibologna.it/,0516018628,0
1406,http://www.cinetecadibologna.it/,0512194843,0
1407,http://www.cinetecadibologna.it/,0512194847,0
1408,http://www.cinetecadibologna.it/,0512194848,0
1409,http://www.cinetecadibologna.it/,0512195306,0
1410,http://www.cinetecadibologna.it/,0512195302,0
1411,http://www.cinetecadibologna.it/,0512194816,0
1412,http://www.cinetecadibologna.it/,0512195329,0
1413,http://www.cinetecadibologna.it/,051552541,0
1414,http://www.cinetecadibologna.it/,051521584,0
1415,http://www.cinetecadibologna.it/,051.2194826,0
1416,http://www.cinetecadibologna.it/,051.2194821,0
1417,http://www.comune.castenaso.bo.it,06385024371,0
1418,http://www.aispaitalia.it/,3471719895,1
1419,http://www.aispaitalia.it/,3385884997,1
1420,http://www.aispaitalia.it/,3331661295,1
1421,http://www.puntoequo.org,340.2855826,1
1422,http://www.alcolistianonimi-emiliaromagna.it/,051.224703,0
1423,http://www.gravita-zero.org,3934064107,1
1424,http://www.alisei.com/,051.550826,0
1425,http://www.alisei.com/,051.6494555,0
1426,http://www.alisei.com/,051.550824,0
1427,http://sindromediangelman.org/,0422.411132,0
1428,http://sindromediangelman.org/,0422.319571,0
1429,http://www.happytrailmtb.it,3471090006,1
1430,http://www.asitoi.it/,3460866660,1
1431,http://www.amnestybologna.it/,3384475947,1
1432,http://www.icinquepani.it/web/,055570411,0
1433,http://www.icinquepani.it/web/,0555416420,0
1434,http://www.viveresenzastomaco.org,3393179830,1
1435,http://www.viveresenzastomaco.org,3661207414,1
1436,http://www.adottando.it/,0513399199,0
1437,http://www.adottando.it/,3335059067,1
1438,http://vag61.noblogs.org/,3357277140,1
1439,http://vag61.noblogs.org/,3284182111,1
1440,http://vag61.noblogs.org/,3337272514,1
1441,http://vag61.noblogs.org/,3275782056,1
1442,http://web.tiscali.it/agostiniani/,051531171,0
1443,http://www.acatbolognaalcool.it/,3491744897,1
1444,http://www.acatbolognaalcool.it/,0514211378,0
1445,http://www.acatbolognaalcool.it/,051-4211378,0
1446,http://www.3ionlus.org/,051246382,0
1447,http://www.youkali.it,0518493013,
1448,http://www.youkali.it,3334774139,
1449,http://www.villabernaroli.it,051404948,
1450,http://www.videsitalia.it,051.356977,
1451,http://www.unms.it/,051265855,
1452,http://www.univocbologna.it/,3356600886,
1453,http://www.univocbologna.it/,051.334.967,
1454,http://www.uildmbo.org/,3299395384,
1455,http://www.uildmbo.org/,051266013,
1456,http://www.uicbologna.it/,051578821,
1457,http://www.spmii.it/,051357753,
1458,http://www.sdseducational.org,3477093708,
1459,http://www.retinitepigmentosa.it/,051246705,
1460,http://www.rangersbologna.it/,0516418880,
1461,http://www.prolocozzano.it,0514123316,
1462,http://www.prolocozola.it,051755002,
1463,http://www.preludio.org,0516153333,
1464,http://www.pontevecchiobologna.it/,0516231630,
1465,http://www.piccoligrandicuori.it/,0516414977,
1466,http://www.piazzagrande.it,051342328,
1467,http://www.pattugliecittadine.it/,051546779,
1468,http://www.padri.it/,0516142641,
1469,http://www.padri.it/,3485105103,
1470,http://www.opimm.it/,051389754,
1471,http://www.nuovamente.org,0516493767,
1472,http://www.mediazionefamiliare-cedim.it/,335387624,
1473,http://www.legatumoribologna.it/,0514399148,
1474,http://www.latino51.it/,3339004545,
1475,http://www.lafraternita.com,0516515054,
1476,http://www.ilbosco.net/,0542-43718,
1477,http://codacons.emiliaromagna.it/,800050800,3
1478,http://codacons.emiliaromagna.it/,051312611,0
1479,http://www.sav.bologna.it/,051433473,0
1480,http://www.sav.bologna.it/,0516142630,0
1481,http://www.csenemiliaromagna.it,0511889973,0
1482,http://psm.bologna.it/,051.219.5252,0
1483,http://www.marieleventre.it/,051.4299009,0
1484,http://www.marieleventre.it/,051.4294083,0
1485,http://www.marieleventre.it/,334.9137316,1
1486,http://www.marieleventre.it/,051.304856,0
1487,http://www.marieleventre.it/,0514299009,0
1488,http://www.marieleventre.it/,3349137316,1
1489,http://www.marieleventre.it/,0514294083,0
1490,http://www.csenemiliaromagna.it/,0511889973,0
1491,http://www.nettunia1954.it/,051761112,0
1492,http://www.nettunia1954.it/,3667161284,1
1493,http://www.aspirides.it/,051-6210000,0
1494,http://www.aspirides.it/,051-6210008,0
1495,http://www.dammi5.it/,051313505,0
1496,http://www.bibliotecasalaborsa.it/,0512194400,0
1497,http://www.bibliotecasalaborsa.it/,0512194420,0
1498,http://www.diversamenteagibile.it/,334.3469900,1
1499,http://www.telefonoblu.it/emiliaromagna/bologna/,1782.228.788,7
1500,http://www.patronato.acli.it/sedi.asp?azione=vediSede&idSede=637,051-254612,0
1501,http://www.poverivergognosi.it/,0512966211,0
1502,http://www.poverivergognosi.it/,051226100,0
1503,http://www.prestitoinpdap.org/inpdap-bologna.php,051-216111,0
1504,http://www.prestitoinpdap.org/inpdap-bologna.php,051-5889035,0
1505,http://www.famiglienumerose.org,0302294033,0
1506,http://www.famiglienumerose.org,0302294025,0
1507,http://www.famiglienumerose.org,3332697841,1
1508,http://www.famiglienumerose.org,3391226525,1
1509,http://www.famiglienumerose.org,0303229066,0
1510,http://www.famiglienumerose.org,0498014122,0
1511,http://www.famiglienumerose.org,3495088516,1
1512,http://www.famiglienumerose.org,3473007342,1
1513,http://www.residenzefemminilibologna.it/,051239535,0
1514,http://www.residenzefemminilibologna.it/,051224840,0
1515,http://www.fijlkamemiliaromagna.it/,0516154989,0
1516,http://www.caefisi.org/,051552644,0
1517,http://www.caefisi.org/,0515286245,0
1518,http://www.gris-imola.it/,3663023328,1
1519,http://www.gris-imola.it/,800228866,3
1520,http://www.gris-imola.it/,3388385999,1
1521,http://www.gris-imola.it/,3385802666,1
1522,http://www.gris-imola.it/,3314752968,1
1523,http://www.gris-imola.it/,3336676718,1
1524,http://www.gris-imola.it/,3336678395,1
1525,http://www.gris-imola.it/,3289028910,1
1526,http://www.gris-imola.it/,3471118092,1
1527,http://www.campa.it/,051.230967,0
1528,http://www.campa.it/,051.269967,0
1529,http://www.caregiverfamiliare.it,059.645421,0
1530,http://www.handimatica.com,051.277823,0
1531,http://www.handimatica.com,051.227801,0
1532,http://www.castiglionemurri.com/,051442246,0
1533,http://www.circolocinofilobolognese.it/,0514170068,0
1534,http://www.circolocinofilobolognese.it/,0516389037,0
1535,http://www.cittametropolitana.bo.it,0516598111,0
1536,http://www.cittametropolitana.bo.it,800239754,3
1537,http://www.consumatori-emiliaromagna.it/,051331087,0
1538,http://www.consumatori-emiliaromagna.it/,0513391897,0
1539,http://www.consumatori-emiliaromagna.it/,0532761535,0
1540,http://www.consumatori-emiliaromagna.it/,059239582,0
1541,http://www.consumatori-emiliaromagna.it/,349.2267488,1
1542,http://www.consumatori-emiliaromagna.it/,0521385461,0
1543,http://www.consumatori-emiliaromagna.it/,0546687686,0
1544,http://www.anedbo.it/,051220488,0
1545,http://www.anedbo.it/,3311097077,1
1546,http://www.anaste-er.com,051.6487524,0
1547,http://www.anaste-er.com,051.6487673,0
1548,http://www.arteesalute.org/,051224420,0
1549,http://www.arteesalute.org/,0512919120,0
1550,https://sites.google.com/site/acuemiliaromagna3/,051.6449487,0
1551,http://www.aiabologna.it/,051.535153,0
1552,http://www.aiabologna.it/,051.534863,0
1553,http://www.icinquepani.it/web/,055570411,0
1554,http://www.icinquepani.it/web/,0555416420,0
1555,http://www.amnestybologna.it/,3384475947,1
1556,http://www.cvsbo.it/,051-517.119,0
1557,http://www.cvsbo.it/,051-504304,0
1558,http://www.cvsbo.it/,3341211384,1
1559,http://www.cadibalia.it,3425612927,1
1560,http://www.cadibalia.it,3496115570,1
1561,http://www.casadonne.it/,051-333173,0
1562,http://www.casadonne.it/,051-6440163,0
1563,http://www.dryart.com,0721403886,0
1564,http://www.emiliaromagnateatro.com/,0592136011,0
1565,http://www.emiliaromagnateatro.com/,0592138252,0
1566,http://www.cdkl5.org,06385367501,0
1567,http://www.cdkl5.org,3207272003,1
1568,http://www.cefaonlus.it/,051520285,0
1569,http://www.cefaonlus.it/,051520712,0
1570,http://www.centromelograno.it/,051.6241125,0
1571,http://www.asitoi.it/,3460866660,1
1572,http://ass-equilibrio.it/,051.6154698,0
1573,http://ass-equilibrio.it/,051.4390864,0
1574,http://www.ceunmondo.it,051271020,0
1575,http://www.puntoequo.org,340.2855826,1
1578,http://www.regione.piemonte.it,800.333.444,3
1579,http://www.associazionernesto.it,800.002.393,3
1580,http://www.associazionernesto.it,0667792167,0
1581,http://www.associazionernesto.it,0542610128,0
1582,http://www.associazioneverbamanent.it,3662978934,1
1583,http://www.associazioneverbamanent.it,3468776675,1
1584,http://www.associazioneverbamanent.it,051.520045,0
1585,http://www.associazioneverbamanent.it,051346464,0
1586,http://www.federgev.it/,3401801254,1
1587,http://www.federgev.it/,0516347464,0
1588,http://www.federgev.it/,335404283,1
1589,http://www.sindromedipoland.org/,010.5222238,0
1590,http://www.sindromedipoland.org/,010.8562263,0
1591,http://www.sindromedipoland.org/,0105222238,0
1592,http://www.sindromedipoland.org/,0108562263,0
1593,http://www.sportexperience.it/homew.asp,3355620843,1
1594,http://www.bnbo.it,051774797,0
1595,http://www.bnbo.it,3387512138,1
1596,http://www.bnbo.it,3451349792,1
1597,http://www.bo.arci.it/,0641609275,0
1598,http://www.fondazionedelmonte.it/,0512962511,0
1599,http://www.fondazionedelmonte.it/,0512962515,0
1600,http://www.cinetecadibologna.it/,0512194820,0
1601,http://www.cinetecadibologna.it/,0512194821,0
1602,http://www.cinetecadibologna.it/,0512194826,0
1603,http://www.cinetecadibologna.it/,0512194833,0
1604,http://www.cinetecadibologna.it/,3358300839,1
1605,http://www.cinetecadibologna.it/,0512194810,0
1606,http://www.cinetecadibologna.it/,0512195311,0
1607,http://www.cinetecadibologna.it/,0516018606,0
1608,http://www.cinetecadibologna.it/,0516018628,0
1609,http://www.cinetecadibologna.it/,0512194843,0
1610,http://www.cinetecadibologna.it/,0512194847,0
1611,http://www.cinetecadibologna.it/,0512194848,0
1612,http://www.cinetecadibologna.it/,0512195306,0
1613,http://www.cinetecadibologna.it/,0512195302,0
1614,http://www.cinetecadibologna.it/,0512194816,0
1615,http://www.cinetecadibologna.it/,0512195329,0
1616,http://www.cinetecadibologna.it/,051552541,0
1617,http://www.cinetecadibologna.it/,051521584,0
1618,http://www.cinetecadibologna.it/,051.2194826,0
1619,http://www.cinetecadibologna.it/,051.2194821,0
1620,http://www.comune.castenaso.bo.it,06385024371,0
1621,http://www.fondazionegualandi.it/,0516446656,0
1622,http://www.copernico.bo.it,0514200411,0
1623,http://www.copernico.bo.it,0516332100,0
1624,http://www.fondazioneidea.org/,800-538-438,3
1625,http://www.fondazioneidea.org/,0516440931,0
1626,http://www.forithanga.org/,3394142315,1
1627,http://www.viveresenzastomaco.org,3393179830,1
1628,http://www.viveresenzastomaco.org,3661207414,1
1629,http://www.fossolo.it/,051.493434,0
1630,http://www.fossolo.it/,051.4596139,0
1631,http://www.fossolo.it/,329.5476402,1
1632,http://www.fossolo.it/,331.4920436,1
1633,http://www.fossolo.it/,392.6141441,1
1634,http://www.fossolo.it/,338.3400868,1
1635,http://www.fossolo.it/,3383400868,1
1636,http://www.gimbeducation.it,0515883920,0
1637,http://www.gimbeducation.it,0513372195,0
1638,http://www.gravita-zero.org,3934064107,1
1639,http://www.happytrailmtb.it,3471090006,1
1640,http://www.aispaitalia.it/,3471719895,1
1641,http://www.aispaitalia.it/,3385884997,1
1642,http://www.aispaitalia.it/,3331661295,1
1643,http://codacons.emiliaromagna.it/,800050800,3
1644,http://codacons.emiliaromagna.it/,051312611,0
1645,http://www.3ionlus.org/,051246382,0
1646,http://www.adottando.it/,0513399199,0
1647,http://www.adottando.it/,3335059067,1
1648,http://www.alcolistianonimi-emiliaromagna.it/,051.224703,0
1649,http://equosolidale.it,3452578758,1
1650,http://www.aiccon.it,0543374676,0
1651,http://www.acatbolognaalcool.it/,3491744897,1
1652,http://www.acatbolognaalcool.it/,0514211378,0
1653,http://www.acatbolognaalcool.it/,051-4211378,0
1654,http://www.alisei.com/,051.550826,0
1655,http://www.alisei.com/,051.6494555,0
1656,http://www.alisei.com/,051.550824,0
1657,http://web.tiscali.it/agostiniani/,051531171,0
1658,http://sindromediangelman.org/,0422.411132,0
1659,http://sindromediangelman.org/,0422.319571,0
1660,http://vag61.noblogs.org/,3357277140,1
1661,http://vag61.noblogs.org/,3284182111,1
1662,http://vag61.noblogs.org/,3337272514,1
1663,http://vag61.noblogs.org/,3275782056,1
1664,http://www.cadibalia.it,3425612927,1
1665,http://www.cadibalia.it,3496115570,1
1666,http://www.ceunmondo.it,051271020,0
1667,http://www.fondazioneidea.org/,800-538-438,3
1668,http://www.fondazioneidea.org/,0516440931,0
1669,http://www.federconsumatoribologna.it,0516087122,0
1670,http://www.iperput.org/,051-390720,0
1671,http://www.copernico.bo.it,0514200411,0
1672,http://www.copernico.bo.it,0516332100,0
1673,http://www.assistenzamalatibologna.it,3355348989,1
1674,http://www.assistenzamalatibologna.it,051313434,0
1675,http://www.assistenzamalatibologna.it,051553344,0
1676,http://www.associazioneamicidimariarosa.org/,0516199937,0
1677,http://www.associazioneamicidimariarosa.org/,0510420246,0
1678,http://www.associazioneamicidimariarosa.org/,3478820459,1
1679,http://www.associazioneamicidimariarosa.org/,3338767910,1
1680,http://www.associazioneamicidimariarosa.org/,3397607564,1
1681,http://www.saluter.it,800.625.903,3
1682,http://www.lawandliterature.org,051277.205,0
1683,http://www.lawandliterature.org,051260.782,0
1684,http://www.associazionecucciolo.it,051344157,0
1685,http://www.operapadremarella.it/,0516255070,0
1686,http://www.operapadremarella.it/,3473852734,1
1687,http://www.operapadremarella.it/,0516255174,0
1688,http://www.operapadremarella.it/,051244345,0
1689,http://www.operapadremarella.it/,0516258776,0
1690,http://www.coopcroceazzurra.it,0514187542,0
1691,http://www.coopcroceazzurra.it,0514189182,0
1692,http://www.assopacepalestina.org,3397125676,1
1693,http://www.aiasbo.it,051454727,0
1694,http://www.aiasbo.it,0516275357,0
1695,http://www.aiasbo.it,051450729,0
1696,http://www.aiasbo.it,051466105,0
1697,http://www.babysittertatameri.com,3274550170,1
1698,http://www.privatassistenza.it/bologna/centro-bologna/,0522.499099,0
1699,http://www.privatassistenza.it/bologna/centro-bologna/,0522.402103,0
1700,http://www.eburt.it,0514156056,0
1701,http://www.eburt.it,0514156055,0
1702,http://www.cadiai.it,0517419001,0
1703,http://www.cadiai.it,0517457288,0
1704,http://www.casadonne.it,051-333173,0
1705,http://www.casadonne.it,051-6440163,0
1706,http://www.hbologna.net,071.7923590,0
1707,http://www.hbologna.net,071.7921212,0
1708,http://www.ilnido.bo.it,3349914220,1
1709,http://www.ilnido.bo.it,051.6350911,0
